"GEO_ID","NAME","B01001B_001E","B01001B_001M","B01001B_002E","B01001B_002M","B01001B_003E","B01001B_003M","B01001B_004E","B01001B_004M","B01001B_005E","B01001B_005M","B01001B_006E","B01001B_006M","B01001B_007E","B01001B_007M","B01001B_008E","B01001B_008M","B01001B_009E","B01001B_009M","B01001B_010E","B01001B_010M","B01001B_011E","B01001B_011M","B01001B_012E","B01001B_012M","B01001B_013E","B01001B_013M","B01001B_014E","B01001B_014M","B01001B_015E","B01001B_015M","B01001B_016E","B01001B_016M","B01001B_017E","B01001B_017M","B01001B_018E","B01001B_018M","B01001B_019E","B01001B_019M","B01001B_020E","B01001B_020M","B01001B_021E","B01001B_021M","B01001B_022E","B01001B_022M","B01001B_023E","B01001B_023M","B01001B_024E","B01001B_024M","B01001B_025E","B01001B_025M","B01001B_026E","B01001B_026M","B01001B_027E","B01001B_027M","B01001B_028E","B01001B_028M","B01001B_029E","B01001B_029M","B01001B_030E","B01001B_030M","B01001B_031E","B01001B_031M"
"310M400US15500","Burlington, NC Metro Area","32746","1505","15602","1049","1105","735","1569","514","512","376","919","330","754","395","897","395","1248","210","1033","225","1656","210","2088","210","1999","210","1192","210","518","101","112","101","17144","1188","1200","743","963","540","1026","455","402","298","392","374","1066","381","1271","250","813","492","2238","535","2432","295","2480","210","1721","35","855","215","285","215"
"310M400US34860","Nacogdoches, TX Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US45060","Syracuse, NY Metro Area","58700","2050","27041","1110","2413","379","3006","600","1397","498","1477","114","1525","250","2951","343","2016","270","1653","136","3070","183","2961","274","2613","271","1273","331","483","299","203","223","31659","1313","2590","375","2695","732","2341","671","1484","320","1209","203","3493","476","2671","227","2214","226","3744","527","3095","161","2946","164","1961","205","733","326","483","323"
"310M400US24220","Grand Forks, ND-MN Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US40580","Rocky Mount, NC Metro Area","67470","1597","30435","1462","2170","710","1635","887","2921","1137","802","458","1433","843","1433","834","2698","1020","1870","972","3716","1091","3103","590","4434","83","2752","382","1269","447","199","201","37035","1369","1788","869","2596","840","2341","684","1355","601","694","568","2983","1131","2494","1044","1538","250","4944","519","4489","390","5337","271","4021","210","1873","406","582","390"
"310M400US15260","Brunswick, GA Metro Area","29651","2310","12764","1406","517","382","1102","641","701","642","422","289","669","713","776","413","842","648","1359","868","2055","530","494","502","2032","608","1192","577","603","367","0","226","16887","1774","1215","420","1592","1075","1195","698","722","295","572","563","945","619","1291","824","541","614","2465","727","1905","843","1932","563","1990","673","379","288","143","138"
"310M400US17780","College Station-Bryan, TX Metro Area","31255","2997","15342","2034","1335","525","1101","761","1155","685","780","709","86","117","2715","1080","1370","664","999","676","2720","988","613","517","907","431","1296","446","265","267","0","228","15913","1954","1103","580","752","777","1084","541","822","646","454","497","1395","870","1626","847","1292","796","1343","768","2906","1140","1757","381","821","221","550","314","8","15"
"310M400US19100","Dallas-Fort Worth-Arlington, TX Metro Area","1197972","9566","560807","5143","41890","1878","46518","3506","47977","3736","26789","1123","16285","1181","41752","1180","48855","1249","41224","1376","79138","2235","71528","1188","59887","887","27161","751","8495","1047","3308","920","637165","6412","42319","2139","43599","3083","45193","3520","26310","964","15624","1457","43213","1509","56235","2177","50708","1296","96531","2024","86545","1410","70746","1268","39416","1068","14114","1369","6612","1357"
"310M400US46140","Tulsa, OK Metro Area","79861","2117","37241","1380","3000","520","3221","624","3154","406","1875","239","1025","364","3049","424","3217","301","2371","490","4150","471","4591","484","4337","408","2385","337","682","245","184","136","42620","1520","2939","406","3494","764","3373","647","1722","406","1354","317","3285","379","3551","388","2865","326","5420","494","4743","455","4902","467","3153","418","1402","221","417","276"
"310M400US31180","Lubbock, TX Metro Area","22273","2649","11427","1388","648","322","1361","970","947","528","570","269","1415","1014","1307","774","420","430","471","325","1022","542","1333","569","1347","278","352","220","199","177","35","63","10846","1514","637","212","487","282","1039","454","527","434","325","356","1583","577","486","370","680","586","1996","517","647","94","1175","137","641","306","548","299","75","103"
"310M400US33860","Montgomery, AL Metro Area","168341","3183","78530","2188","6216","700","5278","1235","5745","1281","4246","698","2625","416","6199","760","7781","999","6146","762","9206","536","9075","384","8795","433","5107","407","1216","370","895","442","89811","1864","5527","475","4977","1212","5668","1316","4121","897","2558","433","6995","619","7763","771","6448","655","11862","853","12063","906","10953","490","6742","463","2524","475","1610","510"
"310M400US11980","Athens, TX Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US12420","Austin-Round Rock, TX Metro Area","159573","5572","77431","3485","5056","1082","5488","1345","4683","1122","2802","499","3189","890","6623","1289","7326","1058","6359","803","10410","1162","10312","1108","9623","845","3652","445","1375","467","533","440","82142","3265","5271","1275","4975","1304","5452","1245","3542","561","3281","832","6886","1376","6865","732","6403","979","10870","1177","11208","736","9622","841","4896","546","2143","679","728","374"
"310M400US12980","Battle Creek, MI Metro Area","13948","1653","6651","1320","897","534","704","533","384","330","68","121","0","172","232","190","957","408","267","313","542","450","900","483","793","165","507","230","354","220","46","78","7297","577","121","186","468","406","785","514","92","156","536","497","270","322","708","521","600","457","521","415","1088","467","936","53","546","291","396","310","230","215"
"310M400US17660","Coeur d'Alene, ID Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US24580","Green Bay, WI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
